0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0.019999 0 0 0 0 
0.059996 0 0 0 0 
0.11999 0 0 0 0 
0.19998 0 0 0 0 
0.299965 0 0 0 0 
0.419944 0 0 0 0 
0.559916 0 0 0 0 
0.626582 0 0 1.60867e-05 0 
0.652412 0 0 3.43414e-05 0 
0.656349 0 0 5.03769e-05 0 
0.649333 0 0 6.34549e-05 0 
0.636884 0 0 7.41536e-05 0 
0.622495 0 0 8.31014e-05 0 
0.608035 0 0 9.08817e-05 0 
0.594443 0 0 9.79364e-05 0 
0.582135 0 0 0.000104569 0 
0.571238 0 0 0.000110976 0 
0.561728 0 0 0.000117278 0 
0.553507 0 0 0.000123547 0 
0.546445 0 0 0.000129822 0 
0.540403 0 0 0.000136123 0 
0.53525 0 0 0.000142461 0 
0.530864 0 0 0.000148836 0 
0.527136 0 0 0.000155249 0 
0.52397 0 0 0.000161696 0 
0.521284 0 0 0.000168174 0 
0.519006 0 0 0.000174679 0 
0.517075 0 0 0.000181208 0 
0.515438 0 0 0.000187757 0 
0.514052 0 0 0.000194324 0 
0.512877 0 0 0.000200906 0 
0.511883 0 0 0.000207501 0 
0.511041 0 0 0.000214107 0 
0.510328 0 0 0.000220722 0 
0.509725 0 0 0.000227345 0 
0.509214 0 0 0.000233974 0 
0.508783 0 0 0.000240609 0 
0.508418 0 0 0.000247249 0 
0.50811 0 0 0.000253893 0 
0.50785 0 0 0.000260541 0 
0.507631 0 0 0.000267191 0 
0.507446 0 0 0.000273844 0 
0.50729 0 0 0.000280499 0 
0.507159 0 0 0.000287156 0 
0.507049 0 0 0.000293814 0 
0.506957 0 0 0.000300473 0 
0.50688 0 0 0.000307134 0 
0.506815 0 0 0.000313796 0 
0.506762 0 0 0.000320458 0 
0.506718 0 0 0.000327121 0 
0.506681 0 0 0.000333784 0 
0.506651 0 0 0.000340448 0 
0.506627 0 0 0.000347113 0 
0.506607 0 0 0.000353778 0 
0.506591 0 0 0.000360443 0 
0.506579 0 0 0.000367108 0 
0.50657 0 0 0.000373774 0 
0.506563 0 0 0.000380439 0 
0.506558 0 0 0.000387105 0 
0.506555 0 0 0.000393771 0 
0.506553 0 0 0.000400437 0 
0.506553 0 0 0.000407103 0 
0.506553 0 0 0.000413769 0 
0.506555 0 0 0.000420436 0 
0.506558 0 0 0.000427102 0 
0.506561 0 0 0.000433769 0 
0.506564 0 0 0.000440435 0 
0.506568 0 0 0.000447101 0 
0.506573 0 0 0.000453768 0 
0.506577 0 0 0.000460435 0 
0.506583 0 0 0.000467101 0 
0.506588 0 0 0.000473768 0 
0.506593 0 0 0.000480434 0 
0.506599 0 0 0.000487101 0 
0.506605 0 0 0.000493767 0 
0.506611 0 0 0.000500434 0 
0.506617 0 0 0.000507101 0 
0.506623 0 0 0.000513767 0 
0.506629 0 0 0.000520434 0 
0.506636 0 0 0.000527101 0 
0.506642 0 0 0.000533767 0 
0.506649 0 0 0.000540434 0 
0.506655 0 0 0.000547101 0 
0.506661 0 0 0.000553767 0 
0.506668 0 0 0.000560434 0 
0.506675 0 0 0.0005671 0 
0.506681 0 0 0.000573767 0 
0.506688 0 0 0.000580434 0 
0.506694 0 0 0.0005871 0 
0.506701 0 0 0.000593767 0 
0.506707 0 0 0.000600434 0 
0.506714 0 0 0.0006071 0 
0.506721 0 0 0.000613767 0 
0.506727 0 0 0.000620434 0 
0.506734 0 0 0.0006271 0 
0.506741 0 0 0.000633767 0 
0.506747 0 0 0.000640434 0 
0.506754 0 0 0.0006471 0 
0.506761 0 0 0.000653767 0 
0.506767 0 0 0.000660434 0 
0.506774 0 0 0.0006671 0 
0.50678 0 0 0.000673767 0 
0.506787 0 0 0.000680434 0 
0.506794 0 0 0.0006871 0 
0.5068 0 0 0.000693767 0 
0.506807 0 0 0.000700434 0 
0.506814 0 0 0.0007071 0 
0.50682 0 0 0.000713767 0 
0.506827 0 0 0.000720434 0 
0.506834 0 0 0.0007271 0 
0.50684 0 0 0.000733767 0 
0.506847 0 0 0.000740434 0 
0.506854 0 0 0.0007471 0 
0.50686 0 0 0.000753767 0 
0.506867 0 0 0.000760434 0 
0.506874 0 0 0.0007671 0 
0.50688 0 0 0.000773767 0 
0.506887 0 0 0.000780434 0 
0.506894 0 0 0.0007871 0 
0.5069 0 0 0.000793767 0 
0.505898 0 0 0.00079716 0 
0.504453 0 0 0.000798874 0 
0.502877 0 0 0.000799724 0 
0.501301 0 0 0.000800134 0 
0.499726 0 0 0.000800332 0 
0.49815 0 0 0.000800428 0 
0.496575 0 0 0.000800474 0 
0.495 0 0 0.000800496 0 
0.493424 0 0 0.000800507 0 
0.491849 0 0 0.000800512 0 
0.490274 0 0 0.000800515 0 
0.488699 0 0 0.000800516 0 
0.487124 0 0 0.000800516 0 
0.485549 0 0 0.000800517 0 
